Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
9,41.0,No,9.0,8,37.0
2,45.0,No,4.0,4,18.0
8,85.0,No,,8,84.0
3,82.0,Yes,6.0,0,59.0
5,43.0,Yes,7.0,9,29.0
6,95.0,Yes,4.0,9,84.0
6,68.0,No,,209,60.0
4,98.0,No,7.0,209,78.0
3,64.0,Yes,4.0,7,46.0
4,48.0,No,9.0,4,31.0
1,95.0,No,5.0,1,68.0
4,42.0,Yes,6.0,8,25.0
1,65.0,No,6.0,3,37.0
1,87.0,Yes,8.0,6,62.0
6,82.0,No,6.0,109,69.0
5,66.0,Yes,8.0,6,50.0
4,75.0,No,6.0,5,55.0
3,71.0,Yes,6.0,6,54.0
1,40.0,No,,3,12.0
6,,No,8.0,9,88.0
2,92.0,No,9.0,0,69.0
8,93.0,No,8.0,4,88.0
5,55.0,No,7.0,7,41.0
7,90.0,Yes,4.0,9,83.0
2,87.0,Yes,4.0,5,62.0
8,50.0,Yes,9.0,4,45.0
2,65.0,No,4.0,209,42.0
4,79.0,Yes,6.0,9,65.0
1,94.0,No,9.0,4,73.0
5,40.0,No,4.0,9,23.0
9,65.0,Yes,8.0,2,61.0
1,67.0,Yes,7.0,1,41.0
9,92.0,No,5.0,2,85.0
8,97.0,No,7.0,3,93.0
6,48.0,Yes,4.0,1,35.0
7,99.0,Yes,9.0,3,92.0
3,98.0,No,4.0,3,79.0
1,83.0,No,8.0,5,57.0
5,61.0,Yes,7.0,109,49.0
2,47.0,No,,6,28.0
5,97.0,No,8.0,6,85.0
8,88.0,Yes,5.0,2,82.0
9,81.0,Yes,8.0,8,80.0
2,66.0,No,8.0,6,41.0
3,,No,5.0,6,57.0
3,58.0,Yes,6.0,1,41.0
1,64.0,No,,9,43.0
8,77.0,Yes,9.0,2,73.0
6,60.0,No,5.0,2,46.0
8,63.0,Yes,9.0,5,61.0
9,63.0,No,9.0,3,61.0
5,99.0,No,8.0,3,87.0
3,,No,9.0,0,78.0
5,,Yes,4.0,5,43.0
5,89.0,Yes,7.0,7,75.0
5,86.0,Yes,4.0,7,72.0
3,41.0,No,4.0,7,18.0
4,53.0,No,8.0,4,36.0
9,92.0,Yes,,209,92.0
9,71.0,Yes,9.0,5,71.0
2,81.0,No,7.0,4,58.0
8,71.0,No,9.0,3,69.0
8,67.0,No,6.0,3,58.0
7,87.0,No,5.0,3,74.0
8,78.0,Yes,8.0,3,72.0
3,79.0,Yes,9.0,5,61.0
6,81.0,No,9.0,5,74.0
1,86.0,No,7.0,4,60.0
7,79.0,No,8.0,8,70.0
1,52.0,Yes,9.0,7,27.0
9,51.0,Yes,6.0,9,49.0
1,47.0,No,4.0,5,17.0
1,,No,9.0,8,34.0
7,65.0,No,7.0,4,51.0
2,51.0,No,6.0,9,27.0
5,82.0,No,8.0,3,67.0
8,90.0,No,9.0,5,84.0
8,85.0,Yes,6.0,3,81.0
3,66.0,Yes,6.0,7,45.0
7,57.0,Yes,6.0,6,50.0
3,,No,,4,67.0
6,75.0,No,,9,67.0
6,88.0,No,6.0,5,77.0
3,90.0,Yes,5.0,6,70.0
7,66.0,No,8.0,1,59.0
3,48.0,Yes,4.0,8,27.0
8,94.0,No,8.0,6,88.0
4,78.0,No,7.0,7,60.0
1,40.0,No,7.0,209,14.0
4,46.0,Yes,8.0,2,27.0
7,65.0,Yes,6.0,1,54.0
4,46.0,Yes,5.0,1,32.0
6,91.0,No,4.0,2,79.0
9,46.0,Yes,9.0,0,44.0
1,47.0,No,9.0,0,20.0
5,,No,6.0,109,42.0
7,42.0,Yes,8.0,9,33.0
1,84.0,Yes,9.0,7,58.0
4,49.0,No,8.0,5,31.0
6,89.0,No,5.0,6,75.0
2,46.0,No,,0,22.0
5,60.0,No,,0,46.0
1,92.0,Yes,6.0,8,68.0
6,76.0,Yes,6.0,4,66.0
6,70.0,Yes,6.0,6,60.0
4,62.0,No,9.0,5,44.0
8,96.0,No,4.0,3,90.0
4,66.0,No,,0,47.0
8,95.0,Yes,6.0,3,88.0
8,61.0,No,8.0,9,56.0
5,,No,5.0,9,66.0
4,96.0,Yes,,7,78.0
2,66.0,Yes,5.0,0,43.0
3,93.0,No,5.0,1,72.0
3,,Yes,7.0,109,69.0
4,43.0,No,6.0,1,24.0
4,63.0,Yes,5.0,9,47.0
5,62.0,No,7.0,8,45.0
4,87.0,Yes,9.0,2,72.0
8,58.0,Yes,8.0,109,51.0
6,81.0,Yes,,5,73.0
6,,Yes,8.0,2,28.0
8,66.0,No,6.0,8,56.0
7,42.0,No,5.0,7,29.0
8,67.0,Yes,5.0,3,60.0
2,56.0,No,4.0,5,28.0
9,70.0,Yes,8.0,7,66.0
1,49.0,Yes,6.0,3,21.0
8,88.0,No,7.0,4,84.0
4,61.0,No,6.0,6,42.0
4,69.0,No,5.0,7,51.0
5,,No,8.0,6,74.0
8,60.0,No,4.0,7,50.0
5,75.0,No,9.0,3,62.0
8,92.0,No,6.0,0,90.0
1,62.0,Yes,4.0,209,32.0
9,77.0,No,5.0,4,71.0
6,51.0,Yes,,3,37.0
3,64.0,No,6.0,1,42.0
8,93.0,No,9.0,0,85.0
9,,Yes,5.0,8,96.0
6,59.0,Yes,8.0,1,51.0
7,88.0,Yes,,8,82.0
1,,Yes,,5,64.0
5,81.0,No,6.0,5,67.0
5,46.0,No,,1,32.0
4,68.0,Yes,5.0,5,50.0
6,87.0,Yes,4.0,2,73.0
7,,No,9.0,6,62.0
9,52.0,No,5.0,9,48.0
1,42.0,Yes,6.0,3,20.0
6,41.0,No,9.0,8,33.0
7,55.0,No,4.0,4,43.0
3,69.0,Yes,5.0,9,49.0
8,77.0,Yes,5.0,2,70.0
5,45.0,Yes,,0,28.0
9,84.0,Yes,,0,82.0
5,46.0,No,,3,29.0
9,44.0,Yes,8.0,9,42.0
4,95.0,No,9.0,9,79.0
9,46.0,No,6.0,3,41.0
5,73.0,No,7.0,209,61.0
9,71.0,No,5.0,7,69.0
3,88.0,Yes,,209,68.0
4,52.0,No,9.0,5,38.0
9,69.0,Yes,4.0,6,67.0
6,,No,7.0,9,54.0
2,60.0,Yes,4.0,209,39.0
7,99.0,No,7.0,3,93.0
2,98.0,No,8.0,0,76.0
2,60.0,Yes,9.0,4,39.0
1,67.0,Yes,,0,38.0
3,87.0,Yes,8.0,3,69.0
6,97.0,Yes,7.0,6,88.0
8,59.0,No,,6,54.0
9,73.0,No,9.0,0,68.0
7,44.0,No,4.0,209,33.0
4,57.0,No,6.0,109,40.0
6,99.0,No,,4,87.0
5,,Yes,5.0,5,64.0
8,82.0,Yes,4.0,0,70.0
1,96.0,No,7.0,1,70.0
1,96.0,Yes,5.0,6,72.0
6,50.0,No,,5,38.0
2,93.0,No,8.0,5,71.0
5,,Yes,,5,40.0
1,87.0,No,6.0,6,58.0
7,84.0,Yes,9.0,9,77.0
1,,No,6.0,8,38.0
4,76.0,Yes,,8,60.0
9,59.0,No,8.0,1,57.0
1,87.0,No,6.0,1,63.0
4,99.0,Yes,4.0,4,82.0
6,93.0,No,6.0,9,84.0
6,93.0,No,6.0,6,84.0
8,87.0,Yes,4.0,2,77.0
1,87.0,Yes,8.0,2,61.0
7,85.0,Yes,5.0,3,73.0
1,45.0,No,7.0,2,15.0
7,73.0,Yes,8.0,2,64.0
3,,Yes,6.0,7,33.0
8,87.0,Yes,5.0,6,78.0
3,,No,7.0,6,43.0
1,,Yes,7.0,209,34.0
8,52.0,No,7.0,1,48.0
3,86.0,No,4.0,8,66.0
2,83.0,Yes,4.0,5,60.0
1,80.0,No,5.0,2,53.0
3,71.0,No,6.0,8,51.0
2,65.0,No,5.0,8,43.0
2,89.0,No,6.0,5,68.0
6,92.0,No,8.0,9,80.0
1,53.0,Yes,7.0,5,26.0
2,91.0,Yes,,7,70.0
6,96.0,Yes,4.0,7,85.0
3,,No,8.0,5,57.0
4,47.0,Yes,9.0,6,30.0
1,79.0,No,8.0,3,56.0
8,61.0,No,,0,53.0
7,,No,,3,52.0
7,55.0,No,,7,47.0
3,66.0,Yes,6.0,7,48.0
3,95.0,No,5.0,1,78.0
2,,Yes,6.0,6,79.0
1,99.0,Yes,5.0,0,75.0
7,49.0,No,,1,40.0
7,,Yes,6.0,7,59.0
2,70.0,Yes,7.0,9,49.0
7,60.0,Yes,9.0,3,48.0
8,,No,5.0,2,60.0
1,56.0,No,,109,29.0
9,72.0,No,9.0,5,68.0
7,70.0,Yes,9.0,109,63.0
3,89.0,Yes,,2,71.0
8,81.0,No,,2,76.0
7,65.0,No,5.0,9,57.0
8,60.0,Yes,6.0,2,54.0
6,75.0,No,7.0,7,61.0
9,40.0,No,9.0,8,34.0
5,43.0,Yes,6.0,8,32.0
3,43.0,Yes,6.0,4,23.0
3,65.0,No,7.0,0,44.0
1,43.0,No,6.0,9,18.0
8,,No,,4,82.0
2,48.0,No,4.0,0,18.0
3,69.0,Yes,7.0,8,52.0
8,90.0,No,8.0,9,88.0
8,84.0,No,7.0,7,78.0
4,43.0,Yes,7.0,6,26.0
4,44.0,Yes,8.0,1,26.0
5,84.0,Yes,7.0,1,74.0
6,62.0,Yes,5.0,3,52.0
5,,Yes,6.0,8,40.0
7,61.0,Yes,,8,54.0
2,76.0,Yes,4.0,7,51.0
7,47.0,No,4.0,4,35.0
7,87.0,No,8.0,6,79.0
1,72.0,Yes,5.0,8,45.0
7,94.0,No,4.0,2,81.0
5,99.0,No,6.0,3,87.0
3,77.0,Yes,4.0,1,56.0
3,,Yes,4.0,8,65.0
4,,Yes,7.0,209,38.0
2,44.0,Yes,4.0,5,17.0
2,55.0,Yes,8.0,4,35.0
1,46.0,No,6.0,6,20.0
5,90.0,No,,2,75.0
4,40.0,Yes,8.0,4,26.0
2,48.0,Yes,9.0,1,23.0
3,57.0,No,5.0,4,38.0
7,84.0,No,,6,78.0
7,97.0,No,9.0,9,91.0
4,86.0,Yes,7.0,6,67.0
5,42.0,Yes,8.0,8,31.0
5,63.0,No,5.0,2,49.0
6,,Yes,6.0,7,57.0
9,,No,6.0,4,45.0
2,,Yes,5.0,6,22.0
5,52.0,Yes,8.0,0,35.0
3,87.0,No,8.0,0,65.0
4,74.0,No,7.0,3,53.0
6,93.0,Yes,,4,79.0
8,62.0,No,9.0,9,57.0
1,,Yes,,2,58.0
8,56.0,No,,5,50.0
7,,No,5.0,2,75.0
1,,Yes,6.0,4,17.0
2,,Yes,8.0,0,70.0
3,55.0,Yes,6.0,2,36.0
1,92.0,No,,6,61.0
9,79.0,No,,2,78.0
8,75.0,Yes,7.0,4,71.0
2,59.0,No,5.0,6,36.0
9,,Yes,,1,63.0
7,86.0,Yes,8.0,2,78.0
9,44.0,Yes,7.0,209,39.0
6,84.0,Yes,7.0,4,70.0
6,45.0,Yes,7.0,109,34.0
4,67.0,No,4.0,8,49.0
2,,No,5.0,3,71.0
7,,Yes,,8,34.0
5,88.0,No,7.0,3,77.0
6,78.0,Yes,5.0,1,67.0
2,77.0,No,7.0,9,52.0
5,41.0,No,5.0,0,25.0
4,,Yes,8.0,6,68.0
9,78.0,No,4.0,3,76.0
6,93.0,Yes,9.0,7,85.0
2,60.0,No,7.0,7,40.0
1,79.0,Yes,7.0,7,56.0
5,76.0,Yes,6.0,5,62.0
9,98.0,Yes,9.0,8,99.0
6,57.0,Yes,,3,46.0
7,93.0,Yes,7.0,4,86.0
5,87.0,Yes,,3,73.0
6,85.0,No,,4,74.0
5,51.0,Yes,7.0,1,37.0
9,56.0,No,4.0,4,50.0
6,76.0,Yes,6.0,9,65.0
8,85.0,No,6.0,7,79.0
2,,Yes,4.0,8,53.0
9,,Yes,8.0,6,55.0
5,,No,,6,31.0
7,53.0,Yes,9.0,5,47.0
1,89.0,Yes,4.0,1,63.0
5,40.0,Yes,6.0,9,27.0
2,77.0,Yes,6.0,9,53.0
6,42.0,No,6.0,8,33.0
1,76.0,Yes,9.0,4,56.0
3,83.0,No,7.0,109,65.0
5,70.0,Yes,9.0,0,55.0
4,82.0,Yes,7.0,4,67.0
3,,Yes,9.0,5,32.0
5,87.0,Yes,5.0,9,73.0
8,57.0,No,7.0,1,45.0
4,56.0,Yes,8.0,6,43.0
1,56.0,Yes,8.0,3,32.0
7,50.0,Yes,6.0,4,42.0
8,59.0,No,9.0,2,55.0
3,49.0,No,4.0,4,28.0
6,68.0,No,6.0,3,58.0
2,87.0,No,4.0,9,67.0
7,73.0,Yes,9.0,5,66.0
8,56.0,Yes,6.0,1,46.0
6,93.0,No,,2,79.0
6,91.0,Yes,8.0,9,83.0
5,81.0,Yes,4.0,0,63.0
8,52.0,No,5.0,6,45.0
1,83.0,Yes,5.0,8,63.0
4,86.0,No,6.0,1,70.0
4,,No,9.0,6,58.0
3,66.0,No,6.0,2,50.0
3,93.0,No,8.0,209,77.0
4,92.0,No,,5,75.0
1,65.0,No,,7,40.0
2,67.0,Yes,9.0,3,43.0
9,52.0,Yes,5.0,1,47.0
2,,Yes,4.0,2,22.0
5,83.0,No,6.0,7,71.0
9,67.0,No,4.0,6,63.0
9,41.0,No,,5,37.0
8,76.0,Yes,5.0,4,72.0
1,96.0,Yes,9.0,4,73.0
1,96.0,No,4.0,0,72.0
9,73.0,No,5.0,5,68.0
8,,No,6.0,8,59.0
9,97.0,No,,7,97.0
7,,No,9.0,9,83.0
3,,Yes,7.0,0,65.0
3,68.0,No,4.0,5,47.0
2,74.0,No,5.0,2,51.0
5,50.0,No,4.0,5,32.0
3,,No,6.0,8,63.0
6,72.0,Yes,,5,60.0
2,90.0,No,,7,70.0
3,50.0,No,9.0,5,32.0
5,48.0,No,5.0,5,32.0
1,53.0,Yes,,6,29.0
1,48.0,No,,9,21.0
9,78.0,Yes,4.0,209,74.0
7,87.0,No,6.0,7,81.0
1,42.0,No,4.0,3,11.0
8,68.0,No,5.0,6,65.0
3,58.0,No,7.0,0,37.0
8,75.0,No,9.0,8,75.0
5,71.0,No,6.0,9,61.0
1,46.0,No,9.0,109,17.0
7,94.0,No,9.0,6,87.0
5,67.0,No,9.0,7,52.0
6,83.0,Yes,7.0,1,71.0
6,57.0,Yes,4.0,9,46.0
8,99.0,Yes,8.0,9,99.0
9,44.0,Yes,9.0,6,40.0
2,62.0,No,,0,42.0
9,94.0,No,9.0,2,91.0
9,,Yes,9.0,5,57.0
7,65.0,Yes,4.0,4,58.0
1,,Yes,5.0,4,55.0
7,51.0,Yes,4.0,8,46.0
5,79.0,No,9.0,5,64.0
6,,Yes,4.0,109,45.0
7,,No,4.0,1,78.0
5,,No,6.0,8,24.0
7,42.0,No,7.0,9,36.0
9,66.0,Yes,8.0,3,65.0
3,,Yes,,4,35.0
8,89.0,No,7.0,8,87.0
2,69.0,Yes,5.0,4,45.0
7,41.0,Yes,6.0,6,35.0
2,44.0,No,6.0,1,18.0
4,68.0,No,4.0,1,46.0
7,72.0,Yes,7.0,3,63.0
3,81.0,No,8.0,7,62.0
2,59.0,Yes,,1,35.0
7,69.0,Yes,6.0,9,63.0
1,81.0,No,4.0,109,58.0
8,,No,8.0,0,37.0
3,89.0,Yes,,8,74.0
2,60.0,No,8.0,9,40.0
3,97.0,Yes,6.0,5,78.0
5,54.0,No,5.0,0,38.0
8,59.0,Yes,7.0,9,55.0
7,47.0,No,5.0,5,39.0
7,88.0,Yes,9.0,4,84.0
7,70.0,Yes,,4,60.0
8,51.0,No,8.0,4,47.0
1,60.0,Yes,4.0,3,34.0
4,69.0,Yes,7.0,6,54.0
6,66.0,Yes,8.0,8,56.0
9,83.0,Yes,6.0,3,82.0
2,65.0,Yes,,1,45.0
1,72.0,No,6.0,1,45.0
2,65.0,Yes,5.0,1,43.0
7,65.0,Yes,9.0,6,57.0
3,,Yes,,3,56.0
2,79.0,No,6.0,3,56.0
7,40.0,No,,0,30.0
2,98.0,Yes,6.0,3,75.0
3,54.0,Yes,7.0,5,33.0
7,89.0,No,5.0,1,80.0
4,40.0,No,9.0,3,27.0
1,50.0,Yes,7.0,209,26.0
5,94.0,No,8.0,8,81.0
9,41.0,Yes,8.0,1,41.0
8,40.0,Yes,6.0,209,34.0
9,,Yes,4.0,5,68.0
9,83.0,No,9.0,109,83.0
7,55.0,Yes,9.0,1,44.0
4,93.0,Yes,4.0,0,75.0
5,61.0,No,8.0,6,52.0
1,,Yes,8.0,8,56.0
1,57.0,Yes,9.0,8,37.0
3,86.0,Yes,,1,67.0
8,56.0,No,9.0,3,50.0
2,69.0,No,8.0,0,46.0
4,49.0,Yes,8.0,6,31.0
2,74.0,No,5.0,109,51.0
5,,Yes,7.0,209,82.0
9,60.0,Yes,7.0,1,58.0
1,55.0,No,5.0,209,31.0
5,45.0,No,5.0,6,29.0
9,,Yes,7.0,5,40.0
1,80.0,No,7.0,1,51.0
9,,No,7.0,3,79.0
8,60.0,No,7.0,2,52.0
4,52.0,Yes,9.0,2,36.0
5,57.0,Yes,9.0,2,43.0
5,97.0,No,6.0,3,81.0
6,93.0,Yes,5.0,0,81.0
7,,Yes,4.0,0,84.0
8,63.0,No,6.0,6,55.0
8,66.0,Yes,4.0,4,64.0
2,93.0,No,4.0,2,68.0
9,43.0,Yes,8.0,8,41.0
7,,Yes,5.0,4,53.0
4,63.0,No,9.0,9,50.0
4,79.0,Yes,,2,65.0
8,84.0,No,5.0,8,78.0
4,49.0,Yes,7.0,0,31.0
6,41.0,Yes,5.0,8,30.0
5,79.0,Yes,,4,64.0
3,45.0,No,9.0,5,26.0
2,87.0,Yes,,1,66.0
9,,Yes,5.0,7,55.0
9,56.0,No,5.0,2,52.0
1,77.0,No,9.0,0,57.0
3,84.0,Yes,4.0,6,68.0
8,62.0,No,7.0,2,57.0
6,85.0,No,,3,75.0
5,,No,9.0,4,54.0
5,97.0,No,5.0,0,82.0
6,60.0,Yes,6.0,8,51.0
7,,No,6.0,6,43.0
1,95.0,Yes,8.0,1,68.0
9,82.0,Yes,6.0,0,77.0
3,52.0,Yes,9.0,1,33.0
4,51.0,No,9.0,2,37.0
1,48.0,No,,2,23.0
3,43.0,Yes,7.0,7,26.0
2,78.0,Yes,8.0,4,56.0
2,63.0,No,7.0,8,42.0
1,93.0,No,6.0,2,65.0
8,73.0,Yes,6.0,5,66.0
3,78.0,No,5.0,3,57.0
3,,No,,7,59.0
6,44.0,Yes,4.0,0,28.0
8,54.0,No,5.0,3,46.0
9,89.0,No,7.0,6,84.0
9,43.0,Yes,9.0,8,42.0
4,90.0,No,8.0,0,73.0
5,91.0,Yes,,7,77.0
2,97.0,No,8.0,1,74.0
9,78.0,Yes,8.0,3,75.0
8,97.0,No,6.0,3,94.0
3,47.0,Yes,4.0,7,27.0
9,88.0,No,7.0,1,89.0
3,84.0,No,4.0,6,62.0
9,63.0,No,8.0,2,59.0
2,,Yes,6.0,8,73.0
9,67.0,No,4.0,4,57.0
8,94.0,Yes,5.0,7,90.0
9,82.0,No,8.0,4,80.0
5,66.0,No,5.0,0,50.0
2,40.0,No,9.0,8,18.0
8,73.0,No,4.0,9,68.0
6,56.0,No,4.0,109,39.0
8,76.0,No,4.0,3,67.0
5,77.0,Yes,9.0,6,69.0
2,65.0,Yes,7.0,4,43.0
6,96.0,No,8.0,9,84.0
5,63.0,No,8.0,8,50.0
5,,No,8.0,1,65.0
1,99.0,No,7.0,3,74.0
2,60.0,No,4.0,5,35.0
8,69.0,Yes,,4,61.0
3,86.0,No,9.0,0,64.0
3,,No,5.0,8,66.0
8,,Yes,7.0,8,81.0
8,96.0,Yes,6.0,2,93.0
2,,Yes,,3,28.0
8,,No,9.0,3,71.0
1,42.0,No,5.0,9,13.0
6,71.0,No,5.0,7,59.0
8,74.0,No,5.0,5,67.0
3,58.0,No,4.0,1,35.0
8,53.0,Yes,6.0,3,46.0
1,87.0,No,5.0,0,59.0
9,61.0,No,8.0,109,57.0
9,56.0,No,,3,51.0
5,98.0,Yes,6.0,7,80.0
4,43.0,No,8.0,2,22.0
6,84.0,No,6.0,4,71.0
7,79.0,No,9.0,0,73.0
5,58.0,No,6.0,209,40.0
9,76.0,Yes,8.0,1,75.0
3,41.0,Yes,7.0,3,24.0
7,54.0,Yes,6.0,4,45.0
5,41.0,No,,2,25.0
7,50.0,Yes,6.0,5,42.0
2,84.0,Yes,9.0,1,63.0
4,62.0,No,8.0,4,44.0
2,49.0,No,6.0,3,26.0
7,,Yes,5.0,4,31.0
2,,Yes,9.0,8,26.0
1,42.0,Yes,5.0,5,15.0
9,77.0,Yes,9.0,6,77.0
1,,No,9.0,7,31.0
8,81.0,No,6.0,8,75.0
2,58.0,Yes,8.0,4,34.0
8,79.0,Yes,8.0,7,74.0
3,,Yes,4.0,1,68.0
6,74.0,No,8.0,9,64.0
3,63.0,No,7.0,8,43.0
7,63.0,No,6.0,1,54.0
9,56.0,Yes,5.0,4,53.0
2,79.0,No,8.0,5,56.0
5,49.0,Yes,5.0,3,34.0
6,,Yes,4.0,7,27.0
4,83.0,No,6.0,9,66.0
4,62.0,Yes,8.0,2,41.0
4,45.0,No,5.0,4,25.0
2,41.0,No,9.0,1,20.0
4,60.0,Yes,8.0,2,45.0
1,94.0,Yes,4.0,7,70.0
6,95.0,No,,4,86.0
1,74.0,No,,2,46.0
6,88.0,No,5.0,4,73.0
1,68.0,No,6.0,8,42.0
6,46.0,No,6.0,2,27.0
8,,No,5.0,109,64.0
2,92.0,No,,6,71.0
2,76.0,Yes,6.0,7,56.0
4,,No,5.0,4,43.0
3,72.0,Yes,9.0,2,50.0
4,47.0,Yes,7.0,5,31.0
7,51.0,No,,2,42.0
1,85.0,No,7.0,8,60.0
6,87.0,No,,1,76.0
3,49.0,No,8.0,2,28.0
7,54.0,No,5.0,6,45.0
2,92.0,Yes,5.0,9,71.0
2,63.0,Yes,6.0,7,44.0
4,65.0,No,4.0,4,48.0
1,86.0,No,,4,57.0
3,81.0,No,8.0,4,61.0
9,92.0,No,4.0,109,86.0
7,99.0,Yes,8.0,8,95.0
7,,Yes,8.0,5,70.0
4,97.0,Yes,8.0,7,81.0
2,42.0,No,4.0,7,18.0
4,,No,7.0,4,24.0
6,,No,9.0,209,32.0
3,60.0,Yes,,109,40.0
1,48.0,Yes,6.0,7,25.0
8,49.0,Yes,5.0,2,41.0
5,75.0,No,9.0,6,66.0
5,98.0,Yes,5.0,8,83.0
4,,No,,4,22.0
6,80.0,Yes,4.0,7,70.0
3,63.0,No,6.0,3,42.0
9,,No,6.0,0,56.0
5,,No,9.0,0,72.0
3,53.0,No,6.0,5,31.0
1,81.0,Yes,6.0,7,60.0
6,84.0,Yes,6.0,209,74.0
2,83.0,Yes,,1,62.0
3,,No,7.0,3,44.0
1,72.0,Yes,6.0,2,46.0
9,99.0,No,6.0,8,96.0
8,61.0,Yes,,2,51.0
2,,Yes,4.0,7,43.0
8,,No,6.0,6,51.0
9,58.0,No,,0,58.0
1,45.0,No,6.0,7,23.0
5,84.0,Yes,6.0,8,67.0
8,,No,6.0,7,50.0
2,52.0,Yes,8.0,109,31.0
4,98.0,Yes,7.0,9,83.0
7,65.0,Yes,5.0,0,55.0
3,61.0,No,6.0,6,44.0
5,60.0,Yes,5.0,8,45.0
8,75.0,No,7.0,4,73.0
3,95.0,No,6.0,1,76.0
4,41.0,Yes,5.0,7,23.0
9,,Yes,,8,84.0
7,83.0,Yes,5.0,6,73.0
1,69.0,Yes,7.0,109,48.0
4,66.0,No,6.0,7,50.0
4,46.0,No,8.0,109,30.0
9,59.0,No,7.0,3,51.0
6,89.0,No,8.0,0,76.0
9,70.0,No,6.0,5,66.0
6,,No,5.0,7,50.0
6,52.0,No,9.0,2,40.0
5,56.0,No,9.0,6,42.0
5,,No,7.0,209,29.0
2,96.0,Yes,7.0,8,77.0
8,53.0,Yes,,0,45.0
8,59.0,No,4.0,4,49.0
1,99.0,No,9.0,7,74.0
8,52.0,Yes,9.0,2,45.0
5,,Yes,6.0,4,27.0
2,65.0,Yes,4.0,0,44.0
2,65.0,No,7.0,8,42.0
6,57.0,Yes,7.0,3,43.0
9,71.0,Yes,8.0,4,68.0
1,53.0,Yes,4.0,2,29.0
6,86.0,Yes,5.0,1,73.0
9,42.0,Yes,9.0,6,39.0
8,40.0,No,6.0,4,30.0
6,65.0,Yes,5.0,9,53.0
3,63.0,No,5.0,2,38.0
8,88.0,Yes,,1,82.0
9,74.0,Yes,7.0,9,72.0
1,53.0,Yes,9.0,5,24.0
9,42.0,Yes,,9,44.0
6,52.0,Yes,,5,45.0
6,86.0,No,7.0,2,75.0
4,,No,4.0,209,75.0
1,53.0,No,,0,26.0
8,60.0,No,5.0,2,49.0
2,65.0,No,,0,42.0
1,,No,5.0,6,14.0
2,90.0,No,8.0,1,64.0
1,79.0,Yes,8.0,3,54.0
1,43.0,No,8.0,3,16.0
9,75.0,Yes,6.0,7,73.0
1,90.0,Yes,9.0,3,67.0
4,82.0,No,8.0,2,69.0
6,40.0,Yes,4.0,9,28.0
7,79.0,Yes,4.0,2,67.0
2,86.0,No,7.0,4,62.0
6,,Yes,7.0,5,60.0
7,46.0,No,9.0,109,43.0
2,92.0,Yes,7.0,4,70.0
2,91.0,No,7.0,6,70.0
7,91.0,Yes,4.0,3,84.0
1,,No,,4,72.0
8,,Yes,4.0,5,44.0
3,66.0,No,8.0,8,46.0
6,53.0,Yes,,209,41.0
9,61.0,Yes,9.0,9,58.0
6,,No,,0,44.0
9,85.0,Yes,7.0,109,89.0
7,51.0,No,8.0,2,45.0
9,88.0,Yes,8.0,5,87.0
2,85.0,Yes,,1,61.0
8,49.0,No,,109,41.0
8,63.0,Yes,5.0,0,57.0
2,,No,9.0,1,62.0
4,57.0,Yes,4.0,8,39.0
7,61.0,Yes,6.0,8,54.0
4,48.0,Yes,,6,33.0
4,,Yes,5.0,1,42.0
6,,No,6.0,4,70.0
6,79.0,No,8.0,3,67.0
3,97.0,Yes,9.0,1,80.0
9,52.0,Yes,4.0,1,44.0
2,,No,6.0,9,69.0
6,76.0,Yes,5.0,7,66.0
7,45.0,No,8.0,4,35.0
9,60.0,Yes,9.0,7,61.0
3,90.0,Yes,7.0,1,68.0
3,75.0,No,8.0,1,55.0
7,46.0,Yes,5.0,2,36.0
4,75.0,No,9.0,9,56.0
8,64.0,No,5.0,7,58.0
7,50.0,No,7.0,7,40.0
5,83.0,No,,2,68.0
7,53.0,No,6.0,0,43.0
3,84.0,No,6.0,6,61.0
2,68.0,Yes,8.0,3,45.0
6,49.0,No,6.0,2,36.0
2,89.0,No,9.0,4,67.0
3,,Yes,8.0,5,67.0
6,44.0,No,8.0,0,29.0
5,47.0,Yes,5.0,8,31.0
8,85.0,No,,5,74.0
9,44.0,No,5.0,2,37.0
3,97.0,No,6.0,0,79.0
3,99.0,Yes,4.0,8,76.0
3,63.0,Yes,8.0,209,45.0
6,79.0,No,6.0,9,65.0
1,96.0,No,7.0,5,72.0
7,65.0,Yes,6.0,5,62.0
1,45.0,Yes,4.0,2,19.0
5,55.0,Yes,4.0,5,39.0
8,,No,8.0,1,93.0
4,75.0,Yes,,7,62.0
5,51.0,Yes,,0,37.0
4,50.0,Yes,8.0,5,34.0
4,42.0,Yes,7.0,0,23.0
8,83.0,Yes,7.0,8,79.0
2,76.0,Yes,8.0,8,51.0
1,45.0,Yes,,5,18.0
3,,No,5.0,5,41.0
9,57.0,Yes,7.0,8,57.0
4,,No,4.0,4,36.0
5,62.0,No,,8,47.0
2,82.0,Yes,9.0,209,65.0
4,76.0,No,6.0,3,57.0
2,48.0,No,7.0,1,22.0
2,42.0,Yes,9.0,1,20.0
4,47.0,No,6.0,0,27.0
6,77.0,Yes,8.0,9,64.0
7,43.0,Yes,9.0,2,32.0
3,51.0,Yes,4.0,0,29.0
3,83.0,Yes,7.0,5,62.0
6,,Yes,7.0,6,56.0
3,,Yes,9.0,109,43.0
